TOP
b'$GPRMC,204851.000,A,4337.4791,N,11615.0626,W,0.73,114.40,190516,,,A*70\r\n'
b'$GPRMC,204852.000,A,4337.4788,N,11615.0625,W,0.70,114.09,190516,,,A*76\r\n'
b'$GPRMC,204853.000,A,4337.4786,N,11615.0626,W,0.44,113.73,190516,,,A*77\r\n'
b'$GPRMC,204854.000,A,4337.4782,N,11615.0628,W,0.41,134.60,190516,,,A*78\r\n'
b'$GPRMC,204855.000,A,4337.4778,N,11615.0632,W,0.40,191.34,190516,,,A*78\r\n'
b'$GPRMC,204856.000,A,4337.4776,N,11615.0636,W,0.41,260.80,190516,,,A*72\r\n'
b'$GPRMC,204857.000,A,4337.4775,N,11615.0638,W,0.57,250.87,190516,,,A*7D\r\n'
b'$GPRMC,204858.000,A,4337.4775,N,11615.0640,W,0.53,252.55,190516,,,A*74\r\n'
b'$GPRMC,204859.000,A,4337.4774,N,11615.0642,W,0.57,261.34,190516,,,A*75\r\n'
b'$GPRMC,204900.000,A,4337.4774,N,11615.0644,W,0.44,237.71,190516,,,A*7E\r\n'
b'$GPRMC,204901.000,A,4337.4773,N,11615.0646,W,0.54,223.22,190516,,,A*78\r\n'
b'$GPRMC,204902.000,A,4337.4772,N,11615.0647,W,0.65,196.11,190516,,,A*74\r\n'
b'$GPRMC,204903.000,A,4337.4769,N,11615.0648,W,0.67,199.58,190516,,,A*70\r\n'
b'$GPRMC,204904.000,A,4337.4765,N,11615.0650,W,0.82,203.67,190516,,,A*75\r\n'
b'$GPRMC,204905.000,A,4337.4761,N,11615.0651,W,0.77,191.41,190516,,,A*77\r\n'
b'$GPRMC,204906.000,A,4337.4761,N,11615.0650,W,0.29,182.51,190516,,,A*7D\r\n'
b'$GPRMC,204907.000,A,4337.4759,N,11615.0650,W,0.26,190.24,190516,,,A*79\r\n'
b'$GPRMC,204908.000,A,4337.4757,N,11615.0649,W,0.33,202.98,190516,,,A*7B\r\n'
b'$GPRMC,204909.000,A,4337.4754,N,11615.0651,W,0.69,235.33,190516,,,A*7A\r\n'
b'$GPRMC,204910.000,A,4337.4753,N,11615.0654,W,0.79,252.73,190516,,,A*74\r\n'
b'$GPRMC,204911.000,A,4337.4750,N,11615.0656,W,0.91,221.39,190516,,,A*78\r\n'
b'$GPRMC,204912.000,A,4337.4747,N,11615.0655,W,1.00,213.78,190516,,,A*73\r\n'
b'$GPRMC,204913.000,A,4337.4745,N,11615.0654,W,0.71,205.71,190516,,,A*78\r\n'
b'$GPRMC,204914.000,A,4337.4744,N,11615.0652,W,0.60,184.83,190516,,,A*7F\r\n'
b'$GPRMC,204915.000,A,4337.4744,N,11615.0650,W,0.25,198.20,190516,,,A*79\r\n'
b'$GPRMC,204916.000,A,4337.4743,N,11615.0652,W,0.45,266.74,190516,,,A*7A\r\n'
b'$GPRMC,204917.000,A,4337.4743,N,11615.0654,W,0.63,271.68,190516,,,A*72\r\n'
b'$GPRMC,204918.000,A,4337.4743,N,11615.0655,W,0.53,260.73,190516,,,A*75\r\n'
b'$GPRMC,204919.000,A,4337.4743,N,11615.0656,W,0.69,277.63,190516,,,A*79\r\n'
b'$GPRMC,204920.000,A,4337.4742,N,11615.0656,W,0.65,256.13,190516,,,A*7A\r\n'
b'$GPRMC,204921.000,A,4337.4743,N,11615.0657,W,0.67,269.78,190516,,,A*78\r\n'
b'$GPRMC,204922.000,A,4337.4741,N,11615.0657,W,0.40,182.09,190516,,,A*7C\r\n'
b'$GPRMC,204923.000,A,4337.4739,N,11615.0655,W,0.78,145.66,190516,,,A*79\r\n'
b'$GPRMC,204924.000,A,4337.4738,N,11615.0654,W,0.47,150.39,190516,,,A*7C\r\n'
b'$GPRMC,204925.000,A,4337.4739,N,11615.0653,W,0.19,161.45,190516,,,A*79\r\n'
b'$GPRMC,204926.000,A,4337.4740,N,11615.0654,W,0.08,240.80,190516,,,A*7A\r\n'
b'$GPRMC,204927.000,A,4337.4741,N,11615.0657,W,0.82,306.97,190516,,,A*7E\r\n'
b'$GPRMC,204928.000,A,4337.4741,N,11615.0662,W,0.86,287.09,190516,,,A*7C\r\n'
b'$GPRMC,204929.000,A,4337.4742,N,11615.0665,W,1.08,291.55,190516,,,A*70\r\n'
b'$GPRMC,204930.000,A,4337.4741,N,11615.0668,W,1.04,279.12,190516,,,A*7F\r\n'
b'$GPRMC,204931.000,A,4337.4746,N,11615.0666,W,1.10,301.64,190516,,,A*7D\r\n'
b'$GPRMC,204932.000,A,4337.4749,N,11615.0667,W,1.09,304.03,190516,,,A*7C\r\n'
b'$GPRMC,204933.000,A,4337.4751,N,11615.0668,W,0.84,301.56,190516,,,A*7A\r\n'
b'$GPRMC,204934.000,A,4337.4752,N,11615.0667,W,0.54,310.09,190516,,,A*76\r\n'
b'$GPRMC,204935.000,A,4337.4758,N,11615.0662,W,0.45,343.34,190516,,,A*70\r\n'
b'$GPRMC,204936.000,A,4337.4759,N,11615.0659,W,0.36,1.35,190516,,,A*7A\r\n'
b'$GPRMC,204937.000,A,4337.4760,N,11615.0655,W,0.43,30.25,190516,,,A*4C\r\n'
b'$GPRMC,204938.000,A,4337.4761,N,11615.0654,W,0.39,45.51,190516,,,A*4F\r\n'
b'$GPRMC,204939.000,A,4337.4762,N,11615.0653,W,0.67,47.79,190516,,,A*49\r\n'
b'$GPRMC,204940.000,A,4337.4764,N,11615.0650,W,0.63,27.44,190516,,,A*4E\r\n'
b'$GPRMC,204941.000,A,4337.4771,N,11615.0642,W,0.49,29.89,190516,,,A*4F\r\n'
b'$GPRMC,204942.000,A,4337.4775,N,11615.0636,W,0.36,24.84,190516,,,A*43\r\n'
b'$GPRMC,204943.000,A,4337.4780,N,11615.0629,W,0.38,13.86,190516,,,A*4E\r\n'
b'$GPRMC,204944.000,A,4337.4775,N,11615.0634,W,0.72,338.55,190516,,,A*75\r\n'
b'$GPRMC,204945.000,A,4337.4772,N,11615.0640,W,0.59,326.62,190516,,,A*72\r\n'
b'$GPRMC,204946.000,A,4337.4768,N,11615.0645,W,0.28,337.21,190516,,,A*7E\r\n'
b'$GPRMC,204947.000,A,4337.4770,N,11615.0643,W,0.63,1.39,190516,,,A*70\r\n'
b'$GPRMC,204948.000,A,4337.4775,N,11615.0638,W,0.92,353.40,190516,,,A*72\r\n'
b'$GPRMC,204949.000,A,4337.4777,N,11615.0635,W,1.11,329.14,190516,,,A*7A\r\n'
b'$GPRMC,204950.000,A,4337.4777,N,11615.0631,W,0.56,324.45,190516,,,A*7D\r\n'
b'$GPRMC,204951.000,A,4337.4777,N,11615.0627,W,0.19,33.59,190516,,,A*48\r\n'
b'$GPRMC,204952.000,A,4337.4775,N,11615.0624,W,0.92,120.77,190516,,,A*76\r\n'
b'$GPRMC,204953.000,A,4337.4773,N,11615.0621,W,1.55,119.14,190516,,,A*71\r\n'
b'$GPRMC,204954.000,A,4337.4774,N,11615.0619,W,1.13,93.03,190516,,,A*4D\r\n'
b'$GPRMC,204955.000,A,4337.4776,N,11615.0616,W,1.12,71.29,190516,,,A*44\r\n'
b'$GPRMC,204956.000,A,4337.4779,N,11615.0613,W,1.05,49.57,190516,,,A*49\r\n'
b'$GPRMC,204957.000,A,4337.4781,N,11615.0611,W,1.05,57.02,190516,,,A*42\r\n'
b'$GPRMC,204958.000,A,4337.4783,N,11615.0611,W,0.92,16.62,190516,,,A*43\r\n'
b'$GPRMC,204959.000,A,4337.4785,N,11615.0613,W,0.71,353.96,190516,,,A*72\r\n'
b'$GPRMC,205000.000,A,4337.4784,N,11615.0615,W,0.17,4.15,190516,,,A*7B\r\n'
b'$GPRMC,205001.000,A,4337.4784,N,11615.0619,W,0.22,310.07,190516,,,A*75\r\n'
b'$GPRMC,205002.000,A,4337.4782,N,11615.0621,W,0.46,192.36,190516,,,A*73\r\n'
b'$GPRMC,205003.000,A,4337.4779,N,11615.0623,W,0.74,196.83,190516,,,A*7F\r\n'
b'$GPRMC,205004.000,A,4337.4777,N,11615.0626,W,0.85,242.92,190516,,,A*77\r\n'
Middle

b'$GPRMC,205606.000,V,,,,,0.35,165.39,190516,,,N*4E\r\n'
b'$GPRMC,205607.000,A,4337.4766,N,11615.0607,W,0.31,155.64,190516,,,A*72\r\n'
b'$GPRMC,205608.000,A,4337.4772,N,11615.0603,W,0.19,158.54,190516,,,A*78\r\n'
b'$GPRMC,205609.000,A,4337.4769,N,11615.0600,W,0.07,115.19,190516,,,A*7F\r\n'
b'$GPRMC,205610.000,A,4337.4771,N,11615.0601,W,0.07,83.86,190516,,,A*47\r\n'
b'$GPRMC,205611.000,A,4337.4774,N,11615.0602,W,0.11,42.02,190516,,,A*46\r\n'
b'$GPRMC,205612.000,A,4337.4779,N,11615.0604,W,0.19,359.24,190516,,,A*7B\r\n'
b'$GPRMC,205613.000,A,4337.4780,N,11615.0603,W,0.23,9.27,190516,,,A*77\r\n'
b'$GPRMC,205614.000,A,4337.4780,N,11615.0602,W,0.20,9.95,190516,,,A*7B\r\n'
b'$GPRMC,205615.000,A,4337.4779,N,11615.0601,W,0.20,25.93,190516,,,A*47\r\n'
b'$GPRMC,205616.000,A,4337.4778,N,11615.0600,W,0.14,41.09,190516,,,A*42\r\n'
b'$GPRMC,205617.000,A,4337.4779,N,11615.0600,W,0.08,26.74,190516,,,A*44\r\n'
b'$GPRMC,205618.000,A,4337.4779,N,11615.0597,W,0.10,62.90,190516,,,A*45\r\n'
b'$GPRMC,205619.000,A,4337.4778,N,11615.0596,W,0.05,122.69,190516,,,A*73\r\n'
b'$GPRMC,205620.000,A,4337.4777,N,11615.0597,W,0.06,193.27,190516,,,A*74\r\n'
b'$GPRMC,205621.000,A,4337.4775,N,11615.0598,W,0.11,210.04,190516,,,A*77\r\n'
b'$GPRMC,205622.000,A,4337.4775,N,11615.0598,W,0.08,154.33,190516,,,A*7B\r\n'
b'$GPRMC,205623.000,A,4337.4774,N,11615.0599,W,0.05,152.01,190516,,,A*70\r\n'
b'$GPRMC,205624.000,A,4337.4773,N,11615.0601,W,0.08,221.14,190516,,,A*7C\r\n'
b'$GPRMC,205625.000,A,4337.4770,N,11615.0601,W,0.11,182.89,190516,,,A*78\r\n'
b'$GPRMC,205626.000,A,4337.4771,N,11615.0602,W,0.08,194.75,190516,,,A*75\r\n'
b'$GPRMC,205627.000,A,4337.4768,N,11615.0606,W,0.17,231.10,190516,,,A*79\r\n'
b'$GPRMC,205628.000,A,4337.4768,N,11615.0610,W,0.22,253.89,190516,,,A*73\r\n'
b'$GPRMC,205629.000,A,4337.4769,N,11615.0614,W,0.24,283.83,190516,,,A*76\r\n'
b'$GPRMC,205630.000,A,4337.4771,N,11615.0615,W,0.22,324.38,190516,,,A*7C\r\n'
b'$GPRMC,205631.000,A,4337.4772,N,11615.0616,W,0.29,318.58,190516,,,A*7F\r\n'
b'$GPRMC,205632.000,A,4337.4772,N,11615.0616,W,0.29,317.45,190516,,,A*7F\r\n'
b'$GPRMC,205633.000,A,4337.4773,N,11615.0617,W,0.21,315.11,190516,,,A*75\r\n'
b'$GPRMC,205634.000,A,4337.4773,N,11615.0618,W,0.11,283.64,190516,,,A*72\r\n'
b'$GPRMC,205635.000,A,4337.4773,N,11615.0618,W,0.09,293.59,190516,,,A*75\r\n'
b'$GPRMC,205636.000,A,4337.4773,N,11615.0619,W,0.13,280.02,190516,,,A*70\r\n'
b'$GPRMC,205637.000,A,4337.4773,N,11615.0619,W,0.12,300.97,190516,,,A*75\r\n'
b'$GPRMC,205638.000,A,4337.4774,N,11615.0619,W,0.14,302.68,190516,,,A*79\r\n'
b'$GPRMC,205639.000,A,4337.4774,N,11615.0620,W,0.14,311.71,190516,,,A*78\r\n'
b'$GPRMC,205640.000,A,4337.4774,N,11615.0620,W,0.08,305.19,190516,,,A*70\r\n'
b'$GPRMC,205641.000,A,4337.4774,N,11615.0621,W,0.05,208.87,190516,,,A*76\r\n'
b'$GPRMC,205642.000,A,4337.4774,N,11615.0621,W,0.05,172.47,190516,,,A*77\r\n'
b'$GPRMC,205643.000,A,4337.4774,N,11615.0621,W,0.05,158.01,190516,,,A*7C\r\n'
b'$GPRMC,205644.000,A,4337.4774,N,11615.0621,W,0.03,202.40,190516,,,A*74\r\n'
b'$GPRMC,205645.000,A,4337.4774,N,11615.0621,W,0.01,281.37,190516,,,A*7C\r\n'
b'$GPRMC,205646.000,A,4337.4774,N,11615.0621,W,0.04,306.03,190516,,,A*73\r\n'
b'$GPRMC,205647.000,A,4337.4774,N,11615.0621,W,0.03,54.66,190516,,,A*42\r\n'
b'$GPRMC,205648.000,A,4337.4774,N,11615.0621,W,0.07,39.90,190516,,,A*4B\r\n'
b'$GPRMC,205649.000,A,4337.4774,N,11615.0621,W,0.08,327.81,190516,,,A*79\r\n'
b'$GPRMC,205650.000,A,4337.4774,N,11615.0621,W,0.12,333.40,190516,,,A*72\r\n'
b'$GPRMC,205651.000,A,4337.4774,N,11615.0621,W,0.12,323.93,190516,,,A*7C\r\n'
b'$GPRMC,205652.000,A,4337.4774,N,11615.0621,W,0.16,307.24,190516,,,A*71\r\n'
b'$GPRMC,205653.000,A,4337.4775,N,11615.0622,W,0.25,299.26,190516,,,A*76\r\n'
b'$GPRMC,205654.000,A,4337.4775,N,11615.0623,W,0.27,295.94,190516,,,A*77\r\n'
b'$GPRMC,205655.000,A,4337.4775,N,11615.0624,W,0.21,283.69,190516,,,A*72\r\n'
b'$GPRMC,205656.000,A,4337.4775,N,11615.0625,W,0.20,263.05,190516,,,A*75\r\n'
b'$GPRMC,205657.000,A,4337.4775,N,11615.0625,W,0.17,261.71,190516,,,A*71\r\n'
b'$GPRMC,205658.000,A,4337.4775,N,11615.0626,W,0.20,264.94,190516,,,A*77\r\n'
b'$GPRMC,205659.000,A,4337.4775,N,11615.0627,W,0.21,248.31,190516,,,A*77\r\n'
b'$GPRMC,205700.000,A,4337.4775,N,11615.0627,W,0.19,246.96,190516,,,A*72\r\n'
b'$GPRMC,205701.000,A,4337.4775,N,11615.0628,W,0.29,257.37,190516,,,A*74\r\n'
b'$GPRMC,205702.000,A,4337.4774,N,11615.0629,W,0.30,236.06,190516,,,A*7A\r\n'
b'$GPRMC,205703.000,A,4337.4774,N,11615.0630,W,0.21,212.00,190516,,,A*73\r\n'
b'$GPRMC,205704.000,A,4337.4773,N,11615.0631,W,0.26,174.01,190516,,,A*77\r\n'
b'$GPRMC,205705.000,A,4337.4773,N,11615.0630,W,0.37,178.75,190516,,,A*78\r\n'
b'$GPRMC,205706.000,A,4337.4771,N,11615.0630,W,0.45,185.63,190516,,,A*79\r\n'
b'$GPRMC,205707.000,A,4337.4770,N,11615.0631,W,0.43,180.61,190516,,,A*79\r\n'
b'$GPRMC,205708.000,A,4337.4769,N,11615.0631,W,0.33,181.72,190516,,,A*7A\r\n'
b'$GPRMC,205709.000,A,4337.4768,N,11615.0631,W,0.37,173.12,190516,,,A*75\r\n'
b'$GPRMC,205710.000,A,4337.4767,N,11615.0630,W,0.38,159.56,190516,,,A*74\r\n'
b'$GPRMC,205711.000,A,4337.4766,N,11615.0630,W,0.29,155.40,190516,,,A*7F\r\n'
b'$GPRMC,205712.000,A,4337.4765,N,11615.0629,W,0.22,140.71,190516,,,A*7A\r\n'
b'$GPRMC,205713.000,A,4337.4765,N,11615.0629,W,0.17,125.58,190516,,,A*75\r\n'
b'$GPRMC,205714.000,A,4337.4765,N,11615.0628,W,0.14,119.95,190516,,,A*7E\r\n'
b'$GPRMC,205715.000,A,4337.4765,N,11615.0628,W,0.09,48.67,190516,,,A*4B\r\n'
b'$GPRMC,205716.000,A,4337.4765,N,11615.0627,W,0.14,23.97,190516,,,A*49\r\n'
b'$GPRMC,205717.000,A,4337.4765,N,11615.0627,W,0.11,32.64,190516,,,A*41\r\n'
b'$GPRMC,205718.000,A,4337.4765,N,11615.0627,W,0.11,15.70,190516,,,A*4E\r\n'
b'$GPRMC,205719.000,A,4337.4766,N,11615.0627,W,0.05,38.96,190516,,,A*4E\r\n'
b'$GPRMC,205720.000,A,4337.4766,N,11615.0627,W,0.05,151.01,190516,,,A*74\r\n'
b'$GPRMC,205721.000,A,4337.4766,N,11615.0627,W,0.14,154.42,190516,,,A*77\r\n'
b'$GPRMC,205722.000,A,4337.4765,N,11615.0626,W,0.16,163.48,190516,,,A*7A\r\n'
b'$GPRMC,205723.000,A,4337.4765,N,11615.0626,W,0.20,174.59,190516,,,A*78\r\n'
b'$GPRMC,205724.000,A,4337.4764,N,11615.0626,W,0.21,160.12,190516,,,A*75\r\n'
b'$GPRMC,205725.000,A,4337.4764,N,11615.0626,W,0.17,152.37,190516,,,A*77\r\n'
b'$GPRMC,205726.000,A,4337.4763,N,11615.0625,W,0.10,161.71,190516,,,A*75\r\n'
b'$GPRMC,205727.000,A,4337.4763,N,11615.0625,W,0.05,121.82,190516,,,A*78\r\n'
b'$GPRMC,205728.000,A,4337.4763,N,11615.0625,W,0.13,324.21,190516,,,A*7E\r\n'
b'$GPRMC,205729.000,A,4337.4764,N,11615.0626,W,0.28,302.00,190516,,,A*74\r\n'
b'$GPRMC,205730.000,A,4337.4764,N,11615.0627,W,0.31,304.83,190516,,,A*78\r\n'
b'$GPRMC,205731.000,A,4337.4764,N,11615.0627,W,0.27,297.92,190516,,,A*75\r\n'
b'$GPRMC,205732.000,A,4337.4765,N,11615.0628,W,0.28,292.14,190516,,,A*7C\r\n'
b'$GPRMC,205733.000,A,4337.4765,N,11615.0629,W,0.25,290.66,190516,,,A*76\r\n'
b'$GPRMC,205734.000,A,4337.4765,N,11615.0630,W,0.20,312.00,190516,,,A*77\r\n'
b'$GPRMC,205735.000,A,4337.4766,N,11615.0631,W,0.24,305.22,190516,,,A*76\r\n'
b'$GPRMC,205736.000,A,4337.4766,N,11615.0631,W,0.26,307.35,190516,,,A*73\r\n'
b'$GPRMC,205737.000,A,4337.4767,N,11615.0632,W,0.24,303.28,190516,,,A*7A\r\n'
b'$GPRMC,205738.000,A,4337.4767,N,11615.0633,W,0.23,322.57,190516,,,A*78\r\n'
b'$GPRMC,205739.000,A,4337.4767,N,11615.0633,W,0.14,340.94,190516,,,A*76\r\n'
b'$GPRMC,205740.000,A,4337.4768,N,11615.0633,W,0.12,337.99,190516,,,A*7C\r\n'
b'$GPRMC,205741.000,A,4337.4768,N,11615.0633,W,0.14,306.29,190516,,,A*72\r\n'
b'$GPRMC,205742.000,A,4337.4768,N,11615.0634,W,0.21,329.46,190516,,,A*74\r\n'
b'$GPRMC,205743.000,A,4337.4769,N,11615.0634,W,0.24,330.73,190516,,,A*7F\r\n'
b'$GPRMC,205744.000,A,4337.4769,N,11615.0635,W,0.25,325.43,190516,,,A*7F\r\n'
b'$GPRMC,205745.000,A,4337.4770,N,11615.0635,W,0.26,327.72,190516,,,A*75\r\n'
b'$GPRMC,205746.000,A,4337.4771,N,11615.0636,W,0.25,330.71,190516,,,A*72\r\n'
b'$GPRMC,205747.000,A,4337.4771,N,11615.0636,W,0.06,0.79,190516,,,A*7A\r\n'
b'$GPRMC,205748.000,A,4337.4771,N,11615.0636,W,0.05,165.05,190516,,,A*7F\r\n'
b'$GPRMC,205749.000,A,4337.4771,N,11615.0636,W,0.06,155.23,190516,,,A*7A\r\n'
b'$GPRMC,205750.000,A,4337.4771,N,11615.0636,W,0.04,94.11,190516,,,A*4D\r\n'
b'$GPRMC,205751.000,A,4337.4771,N,11615.0636,W,0.05,53.96,190516,,,A*49\r\n'
b'$GPRMC,205752.000,A,4337.4771,N,11615.0635,W,0.09,34.66,190516,,,A*4B\r\n'
b'$GPRMC,205753.000,A,4337.4771,N,11615.0635,W,0.14,84.15,190516,,,A*49\r\n'
b'$GPRMC,205754.000,A,4337.4771,N,11615.0635,W,0.12,95.33,190516,,,A*4C\r\n'
b'$GPRMC,205755.000,A,4337.4771,N,11615.0634,W,0.12,74.61,190516,,,A*44\r\n'
b'$GPRMC,205756.000,A,4337.4771,N,11615.0634,W,0.10,103.63,190516,,,A*76\r\n'
b'$GPRMC,205757.000,A,4337.4771,N,11615.0633,W,0.10,115.74,190516,,,A*71\r\n'
b'$GPRMC,205758.000,A,4337.4771,N,11615.0633,W,0.11,148.75,190516,,,A*76\r\n'
b'$GPRMC,205759.000,A,4337.4771,N,11615.0633,W,0.13,184.83,190516,,,A*7C\r\n'
